data,google,cliche,enlace,link
2242,https://www.google.es/search?q=,Para parar un tren,https://www.google.es/search?q=Para parar un tren,Para parar un tren
2243,https://www.google.es/search?q=,Para parar un carro,https://www.google.es/search?q=Para parar un carro,Para parar un carro
2244,https://www.google.es/search?q=,Para serte sincero,https://www.google.es/search?q=Para serte sincero,Para serte sincero
2245,https://www.google.es/search?q=,Pararle los pies a alguien,https://www.google.es/search?q=Pararle los pies a alguien,Pararle los pies a alguien
2246,https://www.google.es/search?q=,Pararse en seco,https://www.google.es/search?q=Pararse en seco,Pararse en seco
2247,https://www.google.es/search?q=,Parecer un disco rayado,https://www.google.es/search?q=Parecer un disco rayado,Parecer un disco rayado
2248,https://www.google.es/search?q=,Parecerse como un huevo a una castaña,https://www.google.es/search?q=Parecerse como un huevo a una castaña,Parecerse como un huevo a una castaña
2249,https://www.google.es/search?q=,Parecerse como el blanco de los ojos,https://www.google.es/search?q=Parecerse como el blanco de los ojos,Parecerse como el blanco de los ojos
2250,https://www.google.es/search?q=,Pareja sentimental,https://www.google.es/search?q=Pareja sentimental,Pareja sentimental
2251,https://www.google.es/search?q=,Paréntesis de la Semana Santa,https://www.google.es/search?q=Paréntesis de la Semana Santa,Paréntesis de la Semana Santa
2252,https://www.google.es/search?q=,Paréntesis veraniego,https://www.google.es/search?q=Paréntesis veraniego,Paréntesis veraniego
2253,https://www.google.es/search?q=,Parir algo,https://www.google.es/search?q=Parir algo,Parir algo
2254,https://www.google.es/search?q=,Partido a partido,https://www.google.es/search?q=Partido a partido,Partido a partido
2255,https://www.google.es/search?q=,Partido a cara o cruz,https://www.google.es/search?q=Partido a cara o cruz,Partido a cara o cruz
2256,https://www.google.es/search?q=,Partido de guante blanco,https://www.google.es/search?q=Partido de guante blanco,Partido de guante blanco
2257,https://www.google.es/search?q=,Partido del siglo,https://www.google.es/search?q=Partido del siglo,Partido del siglo
2258,https://www.google.es/search?q=,Partido no apto para cardíacos,https://www.google.es/search?q=Partido no apto para cardíacos,Partido no apto para cardíacos
2259,https://www.google.es/search?q=,Partir de cero,https://www.google.es/search?q=Partir de cero,Partir de cero
2260,https://www.google.es/search?q=,Partir el alma,https://www.google.es/search?q=Partir el alma,Partir el alma
2261,https://www.google.es/search?q=,Partir el bacalao,https://www.google.es/search?q=Partir el bacalao,Partir el bacalao
2262,https://www.google.es/search?q=,Partir el corazón,https://www.google.es/search?q=Partir el corazón,Partir el corazón
2263,https://www.google.es/search?q=,Partirle la cara,https://www.google.es/search?q=Partirle la cara,Partirle la cara
2264,https://www.google.es/search?q=,Partirle la crisma,https://www.google.es/search?q=Partirle la crisma,Partirle la crisma
2265,https://www.google.es/search?q=,Partirse de la risa,https://www.google.es/search?q=Partirse de la risa,Partirse de la risa
2266,https://www.google.es/search?q=,Parto de los montes,https://www.google.es/search?q=Parto de los montes,Parto de los montes
2267,https://www.google.es/search?q=,Pasar a la historia,https://www.google.es/search?q=Pasar a la historia,Pasar a la historia
2268,https://www.google.es/search?q=,Pasar a mayores,https://www.google.es/search?q=Pasar a mayores,Pasar a mayores
2269,https://www.google.es/search?q=,Pasar a mejor vida,https://www.google.es/search?q=Pasar a mejor vida,Pasar a mejor vida
2270,https://www.google.es/search?q=,Pasar de puntillas sobre un asunto,https://www.google.es/search?q=Pasar de puntillas sobre un asunto,Pasar de puntillas sobre un asunto
2271,https://www.google.es/search?q=,Pasar de todo,https://www.google.es/search?q=Pasar de todo,Pasar de todo
2272,https://www.google.es/search?q=,Pasar el testigo,https://www.google.es/search?q=Pasar el testigo,Pasar el testigo
2273,https://www.google.es/search?q=,Pasar la garlopa,https://www.google.es/search?q=Pasar la garlopa,Pasar la garlopa
2274,https://www.google.es/search?q=,Pasar la noche en blanco,https://www.google.es/search?q=Pasar la noche en blanco,Pasar la noche en blanco
2275,https://www.google.es/search?q=,Pasar la noche en vela,https://www.google.es/search?q=Pasar la noche en vela,Pasar la noche en vela
2276,https://www.google.es/search?q=,Pasar olímpicamente,https://www.google.es/search?q=Pasar olímpicamente,Pasar olímpicamente
2277,https://www.google.es/search?q=,Pasar página,https://www.google.es/search?q=Pasar página,Pasar página
2278,https://www.google.es/search?q=,Pasar por chapa y pintura,https://www.google.es/search?q=Pasar por chapa y pintura,Pasar por chapa y pintura
2279,https://www.google.es/search?q=,Pasar por el aro,https://www.google.es/search?q=Pasar por el aro,Pasar por el aro
2280,https://www.google.es/search?q=,Pasar por encima,https://www.google.es/search?q=Pasar por encima,Pasar por encima
2281,https://www.google.es/search?q=,Pasar sin pena ni gloria,https://www.google.es/search?q=Pasar sin pena ni gloria,Pasar sin pena ni gloria
2282,https://www.google.es/search?q=,Pasar un calvario,https://www.google.es/search?q=Pasar un calvario,Pasar un calvario
2283,https://www.google.es/search?q=,Pasar un mal rato,https://www.google.es/search?q=Pasar un mal rato,Pasar un mal rato
2284,https://www.google.es/search?q=,Pasar un mal trago,https://www.google.es/search?q=Pasar un mal trago,Pasar un mal trago
2285,https://www.google.es/search?q=,Pasar una noche toledana,https://www.google.es/search?q=Pasar una noche toledana,Pasar una noche toledana
2286,https://www.google.es/search?q=,Pasarlas canutas,https://www.google.es/search?q=Pasarlas canutas,Pasarlas canutas
2287,https://www.google.es/search?q=,Pasarle la pelota a otro,https://www.google.es/search?q=Pasarle la pelota a otro,Pasarle la pelota a otro
2288,https://www.google.es/search?q=,Pasarlo cañón,https://www.google.es/search?q=Pasarlo cañón,Pasarlo cañón
2289,https://www.google.es/search?q=,Pasarlo de miedo,https://www.google.es/search?q=Pasarlo de miedo,Pasarlo de miedo
2290,https://www.google.es/search?q=,Pasarlo pipa,https://www.google.es/search?q=Pasarlo pipa,Pasarlo pipa
2291,https://www.google.es/search?q=,Pasarse al lado oscuro,https://www.google.es/search?q=Pasarse al lado oscuro,Pasarse al lado oscuro
2292,https://www.google.es/search?q=,Pasarse algo por el arco del triunfo,https://www.google.es/search?q=Pasarse algo por el arco del triunfo,Pasarse algo por el arco del triunfo
2293,https://www.google.es/search?q=,Pasarse de castaño a oscuro,https://www.google.es/search?q=Pasarse de castaño a oscuro,Pasarse de castaño a oscuro
2294,https://www.google.es/search?q=,Pasarse de frenada,https://www.google.es/search?q=Pasarse de frenada,Pasarse de frenada
2295,https://www.google.es/search?q=,Pasarse de la raya,https://www.google.es/search?q=Pasarse de la raya,Pasarse de la raya
2296,https://www.google.es/search?q=,Pasarse de listo,https://www.google.es/search?q=Pasarse de listo,Pasarse de listo
2297,https://www.google.es/search?q=,Pasarse de rosca,https://www.google.es/search?q=Pasarse de rosca,Pasarse de rosca
2298,https://www.google.es/search?q=,Pasarse la pelota,https://www.google.es/search?q=Pasarse la pelota,Pasarse la pelota
2299,https://www.google.es/search?q=,Pasarse por el arco del triunfo,https://www.google.es/search?q=Pasarse por el arco del triunfo,Pasarse por el arco del triunfo
2300,https://www.google.es/search?q=,Pasarse por la piedra,https://www.google.es/search?q=Pasarse por la piedra,Pasarse por la piedra
2301,https://www.google.es/search?q=,Pasarse siete pueblos,https://www.google.es/search?q=Pasarse siete pueblos,Pasarse siete pueblos
2302,https://www.google.es/search?q=,Pasarse un pelo,https://www.google.es/search?q=Pasarse un pelo,Pasarse un pelo
2303,https://www.google.es/search?q=,Paso de gigante,https://www.google.es/search?q=Paso de gigante,Paso de gigante
2304,https://www.google.es/search?q=,Pasó lo que tenía que pasar,https://www.google.es/search?q=Pasó lo que tenía que pasar,Pasó lo que tenía que pasar
2305,https://www.google.es/search?q=,Pasto de las llamas,https://www.google.es/search?q=Pasto de las llamas,Pasto de las llamas
2306,https://www.google.es/search?q=,Pata negra,https://www.google.es/search?q=Pata negra,Pata negra
2307,https://www.google.es/search?q=,Patas arriba,https://www.google.es/search?q=Patas arriba,Patas arriba
2308,https://www.google.es/search?q=,Patinar en un tema,https://www.google.es/search?q=Patinar en un tema,Patinar en un tema
2309,https://www.google.es/search?q=,Patinar las neuronas,https://www.google.es/search?q=Patinar las neuronas,Patinar las neuronas
2310,https://www.google.es/search?q=,Pedir el oro y el moro,https://www.google.es/search?q=Pedir el oro y el moro,Pedir el oro y el moro
2311,https://www.google.es/search?q=,Pedir la hora,https://www.google.es/search?q=Pedir la hora,Pedir la hora
2312,https://www.google.es/search?q=,Pedir peras al olmo,https://www.google.es/search?q=Pedir peras al olmo,Pedir peras al olmo
2313,https://www.google.es/search?q=,Pedir un esfuerzo,https://www.google.es/search?q=Pedir un esfuerzo,Pedir un esfuerzo
2314,https://www.google.es/search?q=,Pegar el estirón,https://www.google.es/search?q=Pegar el estirón,Pegar el estirón
2315,https://www.google.es/search?q=,Pegar la hebra,https://www.google.es/search?q=Pegar la hebra,Pegar la hebra
2316,https://www.google.es/search?q=,Pegar un sablazo,https://www.google.es/search?q=Pegar un sablazo,Pegar un sablazo
2317,https://www.google.es/search?q=,Pegarse las sábanas,https://www.google.es/search?q=Pegarse las sábanas,Pegarse las sábanas
2318,https://www.google.es/search?q=,Pegarse un tiro en el pie,https://www.google.es/search?q=Pegarse un tiro en el pie,Pegarse un tiro en el pie
2319,https://www.google.es/search?q=,Pegarse una panzada,https://www.google.es/search?q=Pegarse una panzada,Pegarse una panzada
2320,https://www.google.es/search?q=,Pegársela a alguien,https://www.google.es/search?q=Pegársela a alguien,Pegársela a alguien
2321,https://www.google.es/search?q=,Peinar canas,https://www.google.es/search?q=Peinar canas,Peinar canas
2322,https://www.google.es/search?q=,Peinar la zona en busca de algo,https://www.google.es/search?q=Peinar la zona en busca de algo,Peinar la zona en busca de algo
2323,https://www.google.es/search?q=,Pelillos a la mar,https://www.google.es/search?q=Pelillos a la mar,Pelillos a la mar
2324,https://www.google.es/search?q=,Pena de telediario,https://www.google.es/search?q=Pena de telediario,Pena de telediario
2325,https://www.google.es/search?q=,Pender de un hilo,https://www.google.es/search?q=Pender de un hilo,Pender de un hilo
2326,https://www.google.es/search?q=,Pensar en las musarañas,https://www.google.es/search?q=Pensar en las musarañas,Pensar en las musarañas
2327,https://www.google.es/search?q=,Percha que es uno,https://www.google.es/search?q=Percha que es uno,Percha que es uno
2328,https://www.google.es/search?q=,Perder comba,https://www.google.es/search?q=Perder comba,Perder comba
2329,https://www.google.es/search?q=,Perder de vista,https://www.google.es/search?q=Perder de vista,Perder de vista
2330,https://www.google.es/search?q=,Perder el hilo,https://www.google.es/search?q=Perder el hilo,Perder el hilo
2331,https://www.google.es/search?q=,Perder el juicio,https://www.google.es/search?q=Perder el juicio,Perder el juicio
2332,https://www.google.es/search?q=,Perder el norte,https://www.google.es/search?q=Perder el norte,Perder el norte
2333,https://www.google.es/search?q=,Perder el oremus,https://www.google.es/search?q=Perder el oremus,Perder el oremus
2334,https://www.google.es/search?q=,Perder el rumbo,https://www.google.es/search?q=Perder el rumbo,Perder el rumbo
2335,https://www.google.es/search?q=,Perder el tiempo,https://www.google.es/search?q=Perder el tiempo,Perder el tiempo
2336,https://www.google.es/search?q=,Perder el tren,https://www.google.es/search?q=Perder el tren,Perder el tren
